"","Year","OriginCountry","flow"
"2539",1998,"MDV",3372
"2725",1999,"MDV",2
"2914",2000,"MDV",8
"3104",2001,"MDV",0
"3300",2002,"MDV",2
"3499",2003,"MDV",2
"3698",2004,"MDV",8793
"3896",2005,"MDV",22398
"4093",2006,"MDV",8791
"4291",2007,"MDV",6
"4487",2008,"MDV",-3370
"4687",2009,"MDV",2408
"4887",2010,"MDV",7642
"5084",2011,"MDV",5415
"5285",2012,"MDV",6656
"5488",2013,"MDV",6584
"5692",2014,"MDV",16187
"5900",2015,"MDV",6894
"6111",2016,"MDV",27075
"6320",2017,"MDV",14468
"6528",2018,"MDV",-5190
"1814",1994,"MEX",14917
"1988",1995,"MEX",-1465
"2170",1996,"MEX",3450
"2354",1997,"MEX",-1917
"2540",1998,"MEX",16483
"2726",1999,"MEX",-4788
"2915",2000,"MEX",5348
"3105",2001,"MEX",-3535
"3301",2002,"MEX",10221
"3500",2003,"MEX",8663
"3699",2004,"MEX",17494
"3897",2005,"MEX",16116
"4094",2006,"MEX",39005
"4292",2007,"MEX",32204
"4488",2008,"MEX",25424
"4688",2009,"MEX",35113
"4888",2010,"MEX",44760
"5085",2011,"MEX",61934
"5286",2012,"MEX",91446
"5489",2013,"MEX",79074
"5693",2014,"MEX",92430
"5901",2015,"MEX",111589
"6112",2016,"MEX",80630
"6321",2017,"MEX",68390
"6529",2018,"MEX",42699
"3302",2002,"MHL",2
"5287",2012,"MHL",3374
"5490",2013,"MHL",9864
"5694",2014,"MHL",8717
"5902",2015,"MHL",8717
"6113",2016,"MHL",0
"6322",2017,"MHL",4020
"6530",2018,"MHL",0
"1658",1993,"MKD",6463
"1815",1994,"MKD",17986
"1989",1995,"MKD",-1273
"2171",1996,"MKD",672
"2355",1997,"MKD",14484
"2541",1998,"MKD",40680
"2727",1999,"MKD",27118
"2916",2000,"MKD",58904
"3106",2001,"MKD",93525
"3303",2002,"MKD",94975
"3501",2003,"MKD",70064
"3700",2004,"MKD",106612
"3898",2005,"MKD",106242
"4095",2006,"MKD",114812
"4293",2007,"MKD",56871
"4489",2008,"MKD",71998
"4689",2009,"MKD",64532
"4889",2010,"MKD",102435
"5086",2011,"MKD",78052
"5288",2012,"MKD",80508
"5491",2013,"MKD",54580
"5695",2014,"MKD",131291
"5903",2015,"MKD",124019
"6114",2016,"MKD",78099
"6323",2017,"MKD",102161
"6531",2018,"MKD",65565
"1271",1990,"MLI",2
"1389",1991,"MLI",8592
"1518",1992,"MLI",29818
"1659",1993,"MLI",20850
"1816",1994,"MLI",18243
"1990",1995,"MLI",-18667
"2172",1996,"MLI",8663
"2356",1997,"MLI",31938
"2542",1998,"MLI",-15563
"2728",1999,"MLI",-2350
"2917",2000,"MLI",55455
"3107",2001,"MLI",33127
"3304",2002,"MLI",59642
"3502",2003,"MLI",63396
"3701",2004,"MLI",59551
"3899",2005,"MLI",79700
"4096",2006,"MLI",93002
"4294",2007,"MLI",79713
"4490",2008,"MLI",79879
"4690",2009,"MLI",115582
"4890",2010,"MLI",135196
"5087",2011,"MLI",138445
"5289",2012,"MLI",332502
"5492",2013,"MLI",359207
"5696",2014,"MLI",381481
"5904",2015,"MLI",354864
"6115",2016,"MLI",211318
"6324",2017,"MLI",237303
"6532",2018,"MLI",170578
"1070",1988,"MLT",2
"1166",1989,"MLT",0
"1272",1990,"MLT",0
"1390",1991,"MLT",0
"1519",1992,"MLT",0
"1817",1994,"MLT",9433
"1991",1995,"MLT",-8178
"2173",1996,"MLT",1589
"2357",1997,"MLT",-1247
"2543",1998,"MLT",3689
"2729",1999,"MLT",2973
"2918",2000,"MLT",4806
"3108",2001,"MLT",8556
"3305",2002,"MLT",5417
"3503",2003,"MLT",9361
"3702",2004,"MLT",-1938
"3900",2005,"MLT",10118
"4097",2006,"MLT",13241
"4295",2007,"MLT",-1334
"4491",2008,"MLT",0
"4691",2009,"MLT",962
"4891",2010,"MLT",-5411
"5088",2011,"MLT",0
"5290",2012,"MLT",0
"5493",2013,"MLT",0
"5697",2014,"MLT",-2037
"5905",2015,"MLT",-1333
"6116",2016,"MLT",2
"6325",2017,"MLT",2
"6533",2018,"MLT",4
"201",1972,"MMR",17263
"400",1978,"MMR",2272
"1071",1988,"MMR",9433
"1167",1989,"MMR",-2685
"1273",1990,"MMR",1703
"1391",1991,"MMR",23116
"1520",1992,"MMR",-892
"1660",1993,"MMR",18442
"1818",1994,"MMR",16248
"1992",1995,"MMR",33254
"2174",1996,"MMR",-1843
"2358",1997,"MMR",-7868
"2544",1998,"MMR",24935
"2730",1999,"MMR",-3914
"2919",2000,"MMR",99031
"3109",2001,"MMR",50164
"3306",2002,"MMR",106380
"3504",2003,"MMR",129786
"3703",2004,"MMR",169477
"3901",2005,"MMR",151747
"4098",2006,"MMR",116448
"4296",2007,"MMR",185262
"4492",2008,"MMR",202207
"4692",2009,"MMR",156317
"4892",2010,"MMR",154949
"5089",2011,"MMR",180912
"5291",2012,"MMR",127606
"5494",2013,"MMR",228876
"5698",2014,"MMR",258612
"5906",2015,"MMR",195379
"6117",2016,"MMR",223938
"6326",2017,"MMR",189381
"6534",2018,"MMR",142367
"4099",2006,"MNE",22239
"4297",2007,"MNE",71463
"4493",2008,"MNE",42689
"4693",2009,"MNE",39313
"4893",2010,"MNE",37865
"5090",2011,"MNE",60310
"5292",2012,"MNE",62510
"5495",2013,"MNE",73365
"5699",2014,"MNE",68539
"5907",2015,"MNE",60590
"6118",2016,"MNE",52339
"6327",2017,"MNE",44247
"6535",2018,"MNE",23843
"1274",1990,"MNG",2
"1392",1991,"MNG",0
"1521",1992,"MNG",0
"1661",1993,"MNG",0
"1819",1994,"MNG",3376
"1993",1995,"MNG",0
"2175",1996,"MNG",5413
"2359",1997,"MNG",3401
"2545",1998,"MNG",14169
"2731",1999,"MNG",7749
"2920",2000,"MNG",55941
"3110",2001,"MNG",66319
"3307",2002,"MNG",76398
"3505",2003,"MNG",123568
"3704",2004,"MNG",75109
"3902",2005,"MNG",39102
"4100",2006,"MNG",111725
"4298",2007,"MNG",124480
"4494",2008,"MNG",65469
"4694",2009,"MNG",94495
"4894",2010,"MNG",98366
"5091",2011,"MNG",109135
"5293",2012,"MNG",105371
"5496",2013,"MNG",100568
"5700",2014,"MNG",130369
"5908",2015,"MNG",115614
"6119",2016,"MNG",99024
"6328",2017,"MNG",120790
"6536",2018,"MNG",80279
"20",1964,"MOZ",6
"35",1965,"MOZ",8700
"49",1966,"MOZ",-2753
"68",1967,"MOZ",3550
"88",1968,"MOZ",1068
"112",1969,"MOZ",1820
"139",1970,"MOZ",7572
"171",1971,"MOZ",-4170
"202",1972,"MOZ",1801
"228",1973,"MOZ",-2070
"259",1974,"MOZ",-5895
"295",1975,"MOZ",12394
"328",1976,"MOZ",-13449
"362",1977,"MOZ",-7698
"401",1978,"MOZ",380
"443",1979,"MOZ",4126
"499",1980,"MOZ",-4506
"563",1981,"MOZ",9509
"629",1982,"MOZ",-3631
"696",1983,"MOZ",4451
"767",1984,"MOZ",-437
"838",1985,"MOZ",17569
"914",1986,"MOZ",-2522
"987",1987,"MOZ",11614
"1072",1988,"MOZ",5197
"1168",1989,"MOZ",2792
"1275",1990,"MOZ",1590
"1393",1991,"MOZ",4268
"1522",1992,"MOZ",-3105
"1662",1993,"MOZ",6744
"1820",1994,"MOZ",16378
"1994",1995,"MOZ",-3407
"2176",1996,"MOZ",-7306
"2360",1997,"MOZ",-23092
"2546",1998,"MOZ",796
"2732",1999,"MOZ",-10750
"2921",2000,"MOZ",-239
"3111",2001,"MOZ",22329
"3308",2002,"MOZ",46161
"3506",2003,"MOZ",11378
"3705",2004,"MOZ",29998
"3903",2005,"MOZ",17453
"4101",2006,"MOZ",9256
"4299",2007,"MOZ",34211
"4495",2008,"MOZ",18474
"4695",2009,"MOZ",17182
"4895",2010,"MOZ",21745
"5092",2011,"MOZ",1758
"5294",2012,"MOZ",31918
"5497",2013,"MOZ",34494
"5701",2014,"MOZ",48186
"5909",2015,"MOZ",62321
"6120",2016,"MOZ",80679
"6329",2017,"MOZ",69737
"6537",2018,"MOZ",53614
"768",1984,"MRT",2
"839",1985,"MRT",0
"915",1986,"MRT",0
"988",1987,"MRT",0
"1073",1988,"MRT",3372
"1169",1989,"MRT",7662
"1276",1990,"MRT",1714
"1394",1991,"MRT",7875
"1523",1992,"MRT",6468
"1663",1993,"MRT",13025
"1821",1994,"MRT",-2765
"1995",1995,"MRT",13964
"2177",1996,"MRT",8280
"2361",1997,"MRT",6956
"2547",1998,"MRT",4959
"2733",1999,"MRT",749
"2922",2000,"MRT",48804
"3112",2001,"MRT",57164
"3309",2002,"MRT",79539
"3507",2003,"MRT",89997
"3706",2004,"MRT",143643
"3904",2005,"MRT",97346
"4102",2006,"MRT",128982
"4300",2007,"MRT",99754
"4496",2008,"MRT",107103
"4696",2009,"MRT",110196
"4896",2010,"MRT",148714
"5093",2011,"MRT",73082
"5295",2012,"MRT",98366
"5498",2013,"MRT",131129
"5702",2014,"MRT",160565
"5910",2015,"MRT",136521
"6121",2016,"MRT",158964
"6330",2017,"MRT",95557
"6538",2018,"MRT",126463
"1996",1995,"MTQ",2
"2178",1996,"MTQ",0
"2362",1997,"MTQ",0
"6539",2018,"MTQ",1
"1822",1994,"MUS",2
"1997",1995,"MUS",875
"2179",1996,"MUS",2502
"2363",1997,"MUS",-3
"2548",1998,"MUS",17258
"2734",1999,"MUS",-9433
"2923",2000,"MUS",21807
"3113",2001,"MUS",17101
"3310",2002,"MUS",29492
"3508",2003,"MUS",16227
"3707",2004,"MUS",22311
"3905",2005,"MUS",30430
"4103",2006,"MUS",42922
"4301",2007,"MUS",15120
"4497",2008,"MUS",-5119
"4697",2009,"MUS",3137
"4897",2010,"MUS",17558
"5094",2011,"MUS",27257
"5296",2012,"MUS",59757
"5499",2013,"MUS",58253
"5703",2014,"MUS",34684
"5911",2015,"MUS",53533
"6122",2016,"MUS",61949
"6331",2017,"MUS",47305
"6540",2018,"MUS",61753
"50",1966,"MWI",1913
"69",1967,"MWI",1913
"89",1968,"MWI",-2228
"113",1969,"MWI",7826
"140",1970,"MWI",-7507
"172",1971,"MWI",0
"203",1972,"MWI",0
"229",1973,"MWI",-1913
"260",1974,"MWI",10072
"296",1975,"MWI",10320
"329",1976,"MWI",-11678
"363",1977,"MWI",2194
"402",1978,"MWI",2312
"444",1979,"MWI",2873
"500",1980,"MWI",-485
"564",1981,"MWI",-6178
"630",1982,"MWI",-5136
"697",1983,"MWI",2907
"769",1984,"MWI",0
"840",1985,"MWI",113
"916",1986,"MWI",-113
"989",1987,"MWI",113
"1074",1988,"MWI",-543
"1170",1989,"MWI",0
"1277",1990,"MWI",6464
"1395",1991,"MWI",-5413
"1524",1992,"MWI",0
"1664",1993,"MWI",7328
"1823",1994,"MWI",2624
"1998",1995,"MWI",366
"2180",1996,"MWI",6378
"2364",1997,"MWI",5872
"2549",1998,"MWI",3564
"2735",1999,"MWI",-8373
"2924",2000,"MWI",6779
"3114",2001,"MWI",10157
"3311",2002,"MWI",21438
"3509",2003,"MWI",40105
"3708",2004,"MWI",40097
"3906",2005,"MWI",13738
"4104",2006,"MWI",43505
"4302",2007,"MWI",-1729
"4498",2008,"MWI",39259
"4698",2009,"MWI",19913
"4898",2010,"MWI",26465
"5095",2011,"MWI",25629
"5297",2012,"MWI",27084
"5500",2013,"MWI",41168
"5704",2014,"MWI",39337
"5912",2015,"MWI",51746
"6123",2016,"MWI",23865
"6332",2017,"MWI",9457
"6541",2018,"MWI",55246
"1396",1991,"MYS",5413
"1525",1992,"MYS",2
"1665",1993,"MYS",0
"1824",1994,"MYS",9961
"1999",1995,"MYS",5035
"2181",1996,"MYS",3163
"2365",1997,"MYS",-2076
"2550",1998,"MYS",14810
"2736",1999,"MYS",-3557
"2925",2000,"MYS",9974
"3115",2001,"MYS",12956
"3312",2002,"MYS",32593
"3510",2003,"MYS",36180
"3709",2004,"MYS",46533
"3907",2005,"MYS",30373
"4105",2006,"MYS",30265
"4303",2007,"MYS",36469
"4499",2008,"MYS",36885
"4699",2009,"MYS",40691
"4899",2010,"MYS",36159
"5096",2011,"MYS",44425
"5298",2012,"MYS",24243
"5501",2013,"MYS",27693
"5705",2014,"MYS",41943
"5913",2015,"MYS",77436
"6124",2016,"MYS",76163
"6333",2017,"MYS",58041
"6542",2018,"MYS",36107
"51",1966,"NAM",2845
"70",1967,"NAM",1241
"90",1968,"NAM",-3080
"114",1969,"NAM",9314
"141",1970,"NAM",8718
"173",1971,"NAM",-8397
"204",1972,"NAM",15652
"230",1973,"NAM",-3877
"261",1974,"NAM",716
"297",1975,"NAM",-14755
"330",1976,"NAM",30313
"364",1977,"NAM",-226
"403",1978,"NAM",-16750
"445",1979,"NAM",2820
"501",1980,"NAM",-7551
"565",1981,"NAM",11460
"631",1982,"NAM",8069
"698",1983,"NAM",-4640
"770",1984,"NAM",1271
"841",1985,"NAM",15951
"917",1986,"NAM",8105
"990",1987,"NAM",8856
"1075",1988,"NAM",-13204
"1171",1989,"NAM",-29626
"1278",1990,"NAM",10103
"1397",1991,"NAM",-6407
"1526",1992,"NAM",-4074
"1666",1993,"NAM",18312
"1825",1994,"NAM",-9425
"2000",1995,"NAM",-14474
"2182",1996,"NAM",-1770
"2366",1997,"NAM",-12116
"2551",1998,"NAM",8433
"2737",1999,"NAM",12408
"2926",2000,"NAM",9307
"3116",2001,"NAM",4054
"3313",2002,"NAM",17473
"3511",2003,"NAM",20177
"3710",2004,"NAM",34428
"3908",2005,"NAM",31807
"4106",2006,"NAM",18395
"4304",2007,"NAM",-32776
"4500",2008,"NAM",25608
"4700",2009,"NAM",15012
"4900",2010,"NAM",22155
"5097",2011,"NAM",30738
"5299",2012,"NAM",34041
"5502",2013,"NAM",35946
"5706",2014,"NAM",58847
"5914",2015,"NAM",29297
"6125",2016,"NAM",43980
"6334",2017,"NAM",31071
"6543",2018,"NAM",21221
"3909",2005,"NCL",9433
"4107",2006,"NCL",2
"4501",2008,"NCL",3374
"1398",1991,"NER",3374
"1527",1992,"NER",12584
"1667",1993,"NER",22063
"1826",1994,"NER",-1835
"2001",1995,"NER",-3943
"2183",1996,"NER",-6205
"2367",1997,"NER",23062
"2552",1998,"NER",709
"2738",1999,"NER",3791
"2927",2000,"NER",28875
"3117",2001,"NER",28710
"3314",2002,"NER",46874
"3512",2003,"NER",59683
"3711",2004,"NER",51803
"3910",2005,"NER",84548
"4108",2006,"NER",87452
"4305",2007,"NER",105938
"4502",2008,"NER",98448
"4701",2009,"NER",114851
"4901",2010,"NER",166806
"5098",2011,"NER",130174
"5300",2012,"NER",127373
"5503",2013,"NER",183712
"5707",2014,"NER",132814
"5915",2015,"NER",181017
"6126",2016,"NER",87348
"6335",2017,"NER",134208
"6544",2018,"NER",126721
"5708",2014,"NFK",2
"5916",2015,"NFK",0
"6127",2016,"NFK",0
"91",1968,"NGA",7234
"115",1969,"NGA",12250
"842",1985,"NGA",2
"918",1986,"NGA",3372
"991",1987,"NGA",2039
"1076",1988,"NGA",3
"1172",1989,"NGA",1362
"1279",1990,"NGA",1052
"1399",1991,"NGA",9433
"1528",1992,"NGA",1339
"1668",1993,"NGA",17348
"1827",1994,"NGA",10658
"2002",1995,"NGA",53992
"2184",1996,"NGA",72913
"2368",1997,"NGA",48964
"2553",1998,"NGA",31311
"2739",1999,"NGA",-62429
"2928",2000,"NGA",161333
"3118",2001,"NGA",245790
"3315",2002,"NGA",221414
"3513",2003,"NGA",215973
"3712",2004,"NGA",196357
"3911",2005,"NGA",262103
"4109",2006,"NGA",357610
"4306",2007,"NGA",321664
"4503",2008,"NGA",287584
"4702",2009,"NGA",302379
"4902",2010,"NGA",251956
"5099",2011,"NGA",364498
"5301",2012,"NGA",298016
"5504",2013,"NGA",431632
"5709",2014,"NGA",460210
"5917",2015,"NGA",444162
"6128",2016,"NGA",393849
"6336",2017,"NGA",337612
"6545",2018,"NGA",335625
"404",1978,"NIC",18120
"446",1979,"NIC",4113
"502",1980,"NIC",-11268
"566",1981,"NIC",239
"632",1982,"NIC",265
"699",1983,"NIC",7179
"771",1984,"NIC",13623
"843",1985,"NIC",1693
"919",1986,"NIC",-9737
"992",1987,"NIC",21052
"1077",1988,"NIC",11752
"1173",1989,"NIC",937
"1280",1990,"NIC",-4112
"1400",1991,"NIC",626
"1529",1992,"NIC",-4885
"1669",1993,"NIC",18544
"1828",1994,"NIC",5345
"2003",1995,"NIC",-14719
"2185",1996,"NIC",5057
"2369",1997,"NIC",-1334
"2554",1998,"NIC",7817
"2740",1999,"NIC",-1755
"2929",2000,"NIC",25021
"3119",2001,"NIC",28236
"3316",2002,"NIC",37778
"3514",2003,"NIC",34591
"3713",2004,"NIC",53182
"3912",2005,"NIC",11772
"4110",2006,"NIC",24533
"4307",2007,"NIC",7591
"4504",2008,"NIC",21366
"4703",2009,"NIC",44591
"4903",2010,"NIC",32670
"5100",2011,"NIC",53328
"5302",2012,"NIC",51608
"5505",2013,"NIC",38149
"5710",2014,"NIC",83889
"5918",2015,"NIC",70948
"6129",2016,"NIC",80522
"6337",2017,"NIC",65666
"6546",2018,"NIC",141579
"3515",2003,"NIU",3374
"5101",2011,"NIU",9433
"5303",2012,"NIU",-9430
"5506",2013,"NIU",1594
"5711",2014,"NIU",6325
"5919",2015,"NIU",2844
"6130",2016,"NIU",260
"6338",2017,"NIU",6775
"6547",2018,"NIU",7825
"1829",1994,"NLD",9768
"2004",1995,"NLD",7147
"2186",1996,"NLD",601
"2370",1997,"NLD",-108
"2555",1998,"NLD",-1563
"2741",1999,"NLD",-3723
"2930",2000,"NLD",7205
"3120",2001,"NLD",29678
"3317",2002,"NLD",28462
"3516",2003,"NLD",27351
"3714",2004,"NLD",20522
"3913",2005,"NLD",9035
"4111",2006,"NLD",22183
"4308",2007,"NLD",7373
"4505",2008,"NLD",19796
"4704",2009,"NLD",30890
"4904",2010,"NLD",20158
"5102",2011,"NLD",6290
"5304",2012,"NLD",25650
"5507",2013,"NLD",14151
"5712",2014,"NLD",12524
"5920",2015,"NLD",27710
"6131",2016,"NLD",22502
"6339",2017,"NLD",11092
"6548",2018,"NLD",14462
"1830",1994,"NOR",3374
"2005",1995,"NOR",-3372
"2187",1996,"NOR",0
"2371",1997,"NOR",3374
"2556",1998,"NOR",2
"2742",1999,"NOR",0
"2931",2000,"NOR",2
"3121",2001,"NOR",-2
"3318",2002,"NOR",3401
"3517",2003,"NOR",3376
"3715",2004,"NOR",8789
"3914",2005,"NOR",-4534
"4112",2006,"NOR",-871
"4309",2007,"NOR",7825
"4506",2008,"NOR",3374
"4705",2009,"NOR",7827
"4905",2010,"NOR",6746
"5103",2011,"NOR",6492
"5305",2012,"NOR",11201
"5508",2013,"NOR",11907
"5713",2014,"NOR",966
"5921",2015,"NOR",8112
"6132",2016,"NOR",23391
"6340",2017,"NOR",19761
"6549",2018,"NOR",8723
"1530",1992,"NPL",2
"1670",1993,"NPL",0
"1831",1994,"NPL",5413
"2006",1995,"NPL",13753
"2188",1996,"NPL",13272
"2372",1997,"NPL",-11860
"2557",1998,"NPL",9516
"2743",1999,"NPL",-8017
"2932",2000,"NPL",31046
"3122",2001,"NPL",56890
"3319",2002,"NPL",75851
"3518",2003,"NPL",116447
"3716",2004,"NPL",108623
"3915",2005,"NPL",140269
"4113",2006,"NPL",121003
"4310",2007,"NPL",107443
"4507",2008,"NPL",170313
"4706",2009,"NPL",159924
"4906",2010,"NPL",177396
"5104",2011,"NPL",169907
"5306",2012,"NPL",175852
"5509",2013,"NPL",172714
"5714",2014,"NPL",165643
"5922",2015,"NPL",212363
"6133",2016,"NPL",177494
"6341",2017,"NPL",106807
"6550",2018,"NPL",127955
"2744",1999,"NRU",5413
"2933",2000,"NRU",0
"3123",2001,"NRU",2
"3320",2002,"NRU",2
"3519",2003,"NRU",5415
"3717",2004,"NRU",2
"3916",2005,"NRU",6
"4114",2006,"NRU",5413
"4311",2007,"NRU",2
"4508",2008,"NRU",2
"5105",2011,"NRU",5413
"5923",2015,"NRU",2
"2934",2000,"NZL",3374
"3124",2001,"NZL",6779
"3321",2002,"NZL",13523
"3520",2003,"NZL",6777
"3718",2004,"NZL",8787
"3917",2005,"NZL",8816
"4115",2006,"NZL",15219
"4312",2007,"NZL",-1781
"4509",2008,"NZL",21293
"4707",2009,"NZL",3936
"4907",2010,"NZL",-1400
"5106",2011,"NZL",16988
"5307",2012,"NZL",12458
"5510",2013,"NZL",9203
"5715",2014,"NZL",10230
"5924",2015,"NZL",15705
"6134",2016,"NZL",-1875
"6342",2017,"NZL",7053
"6551",2018,"NZL",1915
"1832",1994,"OMN",5413
"2007",1995,"OMN",5228
"2189",1996,"OMN",-562
"2373",1997,"OMN",0
"2558",1998,"OMN",2
"2745",1999,"OMN",0
"2935",2000,"OMN",7431
"3125",2001,"OMN",10147
"3322",2002,"OMN",35763
"3521",2003,"OMN",-6320
"3719",2004,"OMN",23204
"3918",2005,"OMN",447
"4116",2006,"OMN",13400
"4313",2007,"OMN",12877
"4510",2008,"OMN",7596
"4708",2009,"OMN",-1548
"4908",2010,"OMN",7829
"5107",2011,"OMN",-4000
"5308",2012,"OMN",4122
"5511",2013,"OMN",-2894
"5716",2014,"OMN",20015
"5925",2015,"OMN",34769
"6135",2016,"OMN",38712
"6343",2017,"OMN",3418
"6552",2018,"OMN",10233
"633",1982,"PAK",2
"700",1983,"PAK",0
"772",1984,"PAK",0
"844",1985,"PAK",0
"920",1986,"PAK",0
"993",1987,"PAK",0
"1078",1988,"PAK",12623
"1174",1989,"PAK",8804
"1281",1990,"PAK",7841
"1401",1991,"PAK",-6770
"1531",1992,"PAK",9524
"1671",1993,"PAK",22843
"1833",1994,"PAK",16981
"2008",1995,"PAK",-4445
"2190",1996,"PAK",3404
"2374",1997,"PAK",35839
"2559",1998,"PAK",35591
"2746",1999,"PAK",31318
"2936",2000,"PAK",148153
"3126",2001,"PAK",220590
"3323",2002,"PAK",188733
"3522",2003,"PAK",188033
"3720",2004,"PAK",262132
"3919",2005,"PAK",139070
"4117",2006,"PAK",299823
"4314",2007,"PAK",269124
"4511",2008,"PAK",318763
"4709",2009,"PAK",338340
"4909",2010,"PAK",351260
"5108",2011,"PAK",309246
"5309",2012,"PAK",400292
"5512",2013,"PAK",377190
"5717",2014,"PAK",463706
"5926",2015,"PAK",444012
"6136",2016,"PAK",387604
"6344",2017,"PAK",360498
"6553",2018,"PAK",390071
"1079",1988,"PAN",7537
"1175",1989,"PAN",-1158
"1282",1990,"PAN",3722
"1402",1991,"PAN",2398
"1532",1992,"PAN",8734
"1672",1993,"PAN",20661
"1834",1994,"PAN",3542
"2009",1995,"PAN",-20047
"2191",1996,"PAN",12197
"2375",1997,"PAN",968
"2560",1998,"PAN",-11072
"2747",1999,"PAN",-2979
"2937",2000,"PAN",16307
"3127",2001,"PAN",-1683
"3324",2002,"PAN",33758
"3523",2003,"PAN",21508
"3721",2004,"PAN",5691
"3920",2005,"PAN",14146
"4118",2006,"PAN",12216
"4315",2007,"PAN",24842
"4512",2008,"PAN",23057
"4710",2009,"PAN",6521
"4910",2010,"PAN",21801
"5109",2011,"PAN",7459
"5310",2012,"PAN",15415
"5513",2013,"PAN",-9373
"5718",2014,"PAN",10358
"5927",2015,"PAN",34048
"6137",2016,"PAN",37879
"6345",2017,"PAN",26581
"6554",2018,"PAN",35228
"1080",1988,"PER",5415
"1176",1989,"PER",-705
"1283",1990,"PER",6989
"1403",1991,"PER",11485
"1533",1992,"PER",-3895
"1673",1993,"PER",47142
"1835",1994,"PER",8456
"2010",1995,"PER",12404
"2192",1996,"PER",-1723
"2376",1997,"PER",10640
"2561",1998,"PER",64568
"2748",1999,"PER",14144
"2938",2000,"PER",64867
"3128",2001,"PER",76744
"3325",2002,"PER",67596
"3524",2003,"PER",58664
"3722",2004,"PER",80371
"3921",2005,"PER",94846
"4119",2006,"PER",60235
"4316",2007,"PER",50315
"4513",2008,"PER",57276
"4711",2009,"PER",52187
"4911",2010,"PER",63610
"5110",2011,"PER",49282
"5311",2012,"PER",84763
"5514",2013,"PER",105503
"5719",2014,"PER",87477
"5928",2015,"PER",58364
"6138",2016,"PER",67008
"6346",2017,"PER",89424
"6555",2018,"PER",88494
"365",1977,"PHL",10643
"405",1978,"PHL",101
"447",1979,"PHL",-101
"503",1980,"PHL",0
"567",1981,"PHL",0
"634",1982,"PHL",0
"701",1983,"PHL",-10636
"773",1984,"PHL",0
"845",1985,"PHL",10636
"921",1986,"PHL",0
"994",1987,"PHL",0
"1081",1988,"PHL",0
"1177",1989,"PHL",0
"1284",1990,"PHL",4849
"1404",1991,"PHL",-8712
"1534",1992,"PHL",-1273
"1674",1993,"PHL",16663
"1836",1994,"PHL",-3448
"2011",1995,"PHL",7521
"2193",1996,"PHL",3747
"2377",1997,"PHL",-3101
"2562",1998,"PHL",15133
"2749",1999,"PHL",2256
"2939",2000,"PHL",19453
"3129",2001,"PHL",23897
"3326",2002,"PHL",28086
"3525",2003,"PHL",78570
"3723",2004,"PHL",33658
"3922",2005,"PHL",63935
"4120",2006,"PHL",65554
"4317",2007,"PHL",96398
"4514",2008,"PHL",79058
"4712",2009,"PHL",70414
"4912",2010,"PHL",137240
"5111",2011,"PHL",119080
"5312",2012,"PHL",140490
"5515",2013,"PHL",132842
"5720",2014,"PHL",210066
"5929",2015,"PHL",225496
"6139",2016,"PHL",169141
"6347",2017,"PHL",177170
"6556",2018,"PHL",173069
"2940",2000,"PLW",2
"3327",2002,"PLW",3374
"3526",2003,"PLW",3374
"3724",2004,"PLW",3374
"3923",2005,"PLW",2
"4121",2006,"PLW",2
"4318",2007,"PLW",4
"4515",2008,"PLW",0
"5313",2012,"PLW",2
"5516",2013,"PLW",8791
"5721",2014,"PLW",3378
"5930",2015,"PLW",3376
"6140",2016,"PLW",4
"6348",2017,"PLW",3402
"6557",2018,"PLW",3
"2012",1995,"PNG",3377
"2194",1996,"PNG",12091
"2378",1997,"PNG",6700
"2563",1998,"PNG",-3075
"2750",1999,"PNG",-7000
"2941",2000,"PNG",5411
"3130",2001,"PNG",3376
"3328",2002,"PNG",1597
"3527",2003,"PNG",16823
"3725",2004,"PNG",4
"3924",2005,"PNG",9263
"4122",2006,"PNG",1276
"4319",2007,"PNG",20684
"4516",2008,"PNG",1212
"4713",2009,"PNG",16114
"4913",2010,"PNG",8075
"5112",2011,"PNG",1438
"5314",2012,"PNG",15135
"5517",2013,"PNG",6335
"5722",2014,"PNG",8413
"5931",2015,"PNG",10750
"6141",2016,"PNG",16280
"6349",2017,"PNG",-4313
"6558",2018,"PNG",7535
"142",1970,"POL",1913
"174",1971,"POL",0
"205",1972,"POL",-315
"231",1973,"POL",-1594
"262",1974,"POL",9430
"298",1975,"POL",-716
"331",1976,"POL",-892
"406",1978,"POL",7826
"504",1980,"POL",14840
"568",1981,"POL",-6966
"635",1982,"POL",19925
"702",1983,"POL",-439
"774",1984,"POL",-12126
"846",1985,"POL",7379
"922",1986,"POL",-7007
"995",1987,"POL",3394
"1082",1988,"POL",11613
"1178",1989,"POL",6739
"1285",1990,"POL",-1098
"1405",1991,"POL",8220
"1535",1992,"POL",1649
"1675",1993,"POL",42617
"1837",1994,"POL",-19610
"2013",1995,"POL",-10922
"2195",1996,"POL",-3999
"2379",1997,"POL",29359
"2564",1998,"POL",-9397
"2751",1999,"POL",4558
"2942",2000,"POL",55343
"3131",2001,"POL",17265
"3329",2002,"POL",41410
"3528",2003,"POL",59155
"3726",2004,"POL",47738
"3925",2005,"POL",41522
"4123",2006,"POL",40458
"4320",2007,"POL",29484
"4517",2008,"POL",43409
"4714",2009,"POL",17615
"4914",2010,"POL",47830
"5113",2011,"POL",37409
"5315",2012,"POL",22900
"5518",2013,"POL",53476
